,Gender,Nationality,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisitedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class
233,F,Jordan,Jordan,MiddleSchool,G-07,B,Science,S,Mum,32,80,58,46,Yes,Good,Above-7,M
234,M,Kuwait,Kuwait,MiddleSchool,G-07,B,Science,S,Mum,32,60,58,66,Yes,Good,Above-7,M
235,M,Kuwait,Kuwait,MiddleSchool,G-07,B,Science,S,Father,12,8,18,26,No,Bad,Above-7,L
236,M,Jordan,Jordan,MiddleSchool,G-07,B,Science,S,Father,52,10,13,6,No,Bad,Above-7,L
237,M,Kuwait,Kuwait,MiddleSchool,G-07,B,Science,S,Father,72,80,58,66,Yes,Good,Above-7,M
238,F,Kuwait,Kuwait,MiddleSchool,G-07,B,Science,S,Mum,72,80,58,66,Yes,Good,Above-7,M
239,M,Egypt,Egypt,MiddleSchool,G-07,B,Science,S,Mum,92,80,88,76,Yes,Good,Under-7,H
240,M,Kuwait,Kuwait,MiddleSchool,G-07,B,Science,S,Mum,72,80,98,96,Yes,Bad,Under-7,H
241,M,Egypt,Egypt,MiddleSchool,G-07,B,Science,S,Father,72,80,58,86,Yes,Good,Under-7,M
242,M,Kuwait,Kuwait,MiddleSchool,G-07,B,Science,S,Father,22,20,18,6,No,Bad,Above-7,L
243,M,Egypt,Kuwait,MiddleSchool,G-07,B,Science,S,Father,12,20,38,46,No,Bad,Above-7,M
244,M,Kuwait,Kuwait,MiddleSchool,G-07,B,IT,S,Mum,70,92,83,85,Yes,Bad,Under-7,H
245,F,Kuwait,Kuwait,MiddleSchool,G-06,A,IT,S,Father,50,40,52,66,Yes,Bad,Under-7,M
246,F,Kuwait,Kuwait,MiddleSchool,G-06,A,Science,S,Father,80,94,62,77,Yes,Good,Under-7,H
247,F,Kuwait,Kuwait,MiddleSchool,G-06,A,Math,S,Father,87,48,82,96,No,Bad,Above-7,M
248,F,Kuwait,Kuwait,MiddleSchool,G-06,A,Quran,S,Father,70,40,2,16,No,Bad,Above-7,L
249,M,Kuwait,Kuwait,LowerLevel,G-04,A,IT,S,Father,65,86,62,40,No,Good,Above-7,M
250,M,Kuwait,Kuwait,LowerLevel,G-04,A,Math,S,Father,15,6,32,40,Yes,Good,Under-7,H
251,M,Egypt,Egypt,LowerLevel,G-04,A,English,S,Mum,19,74,32,17,No,Good,Above-7,L
252,F,Kuwait,Kuwait,LowerLevel,G-04,A,Science,S,Father,69,76,82,94,No,Bad,Under-7,M
253,M,Kuwait,Kuwait,LowerLevel,G-04,A,Arabic,S,Father,39,26,12,44,No,Bad,Above-7,L
254,M,Kuwait,Kuwait,LowerLevel,G-04,A,English,S,Father,59,97,42,70,Yes,Good,Under-7,H
255,M,Kuwait,Kuwait,LowerLevel,G-04,A,History,S,Father,10,17,12,40,Yes,Good,Under-7,H
256,F,Kuwait,Kuwait,LowerLevel,G-04,A,History,S,Mum,80,87,72,60,No,Good,Under-7,H
257,F,Kuwait,Kuwait,LowerLevel,G-04,A,History,S,Father,70,99,66,65,No,Good,Under-7,M
258,F,Kuwait,Kuwait,LowerLevel,G-04,A,History,S,Father,80,97,86,95,Yes,Good,Under-7,M
259,M,Kuwait,Kuwait,LowerLevel,G-04,A,English,S,Mum,69,34,12,17,No,Bad,Above-7,L
260,M,Kuwait,Kuwait,LowerLevel,G-04,A,History,S,Father,10,17,12,14,No,Bad,Above-7,L
261,M,Kuwait,Kuwait,LowerLevel,G-04,A,History,S,Father,61,97,82,64,Yes,Bad,Above-7,M
262,F,Kuwait,Kuwait,LowerLevel,G-04,A,History,S,Mum,21,27,52,34,Yes,Good,Above-7,M
263,M,Egypt,Egypt,LowerLevel,G-04,A,Math,S,Mum,49,94,42,7,No,Bad,Above-7,M
264,F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,70,64,42,32,No,Bad,Under-7,M
265,F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,79,84,82,37,No,Bad,Under-7,H
266,M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,19,80,12,17,Yes,Good,Above-7,M
267,M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,11,70,32,29,Yes,Good,Above-7,M
268,M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,10,8,10,10,Yes,Bad,Above-7,M
269,M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,18,28,40,20,Yes,Bad,Above-7,M
270,F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,90,84,52,30,No,Good,Under-7,H
271,F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,92,81,32,36,No,Good,Under-7,M
272,M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,42,21,2,16,No,Bad,Under-7,M
273,M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,22,20,6,26,No,Bad,Under-7,H
274,F,Lebanon,Lebanon,MiddleSchool,G-06,A,English,F,Mum,95,82,82,70,Yes,Good,Under-7,H
275,F,Lebanon,Lebanon,MiddleSchool,G-06,A,English,S,Mum,90,62,80,60,Yes,Good,Under-7,H
276,M,Palestine,Jordan,MiddleSchool,G-06,A,English,F,Mum,72,21,22,26,Yes,Good,Under-7,H
277,M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,92,31,42,27,Yes,Good,Under-7,H
278,M,Palestine,Jordan,MiddleSchool,G-06,A,English,F,Mum,82,31,52,25,No,Good,Under-7,M
279,M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,72,41,46,27,No,Good,Under-7,M
280,M,Iraq,Iraq,MiddleSchool,G-06,A,English,F,Mum,74,71,56,37,No,Good,Under-7,H
281,M,Iraq,Iraq,MiddleSchool,G-06,A,English,S,Mum,74,60,56,37,No,Good,Under-7,H
282,F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,95,94,72,80,No,Good,Under-7,H
283,F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,97,87,82,86,No,Good,Under-7,H
284,M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,40,38,32,36,No,Bad,Above-7,M
285,M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,41,39,35,39,Yes,Bad,Above-7,M
286,F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,51,79,85,89,Yes,Good,Under-7,H
287,F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,81,79,91,85,Yes,Good,Under-7,H
288,M,Palestine,Jordan,MiddleSchool,G-06,A,English,F,Mum,71,70,65,69,Yes,Good,Under-7,M
289,M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,75,71,76,80,Yes,Good,Under-7,M
290,F,Jordan,Jordan,LowerLevel,G-04,A,Science,F,Father,49,36,32,44,No,Bad,Above-7,L
291,F,Jordan,Jordan,LowerLevel,G-04,A,Science,S,Father,42,24,12,24,No,Bad,Above-7,L
292,F,Palestine,Palestine,LowerLevel,G-04,A,Science,F,Mum,90,86,82,74,Yes,Good,Under-7,H
293,F,Palestine,Palestine,LowerLevel,G-04,A,Science,S,Mum,62,64,72,84,Yes,Good,Under-7,H
294,M,Iraq,Iraq,LowerLevel,G-04,A,Science,F,Father,90,86,82,74,Yes,Good,Above-7,M
295,M,Iraq,Iraq,LowerLevel,G-04,A,Science,S,Father,62,64,72,84,Yes,Good,Above-7,M
296,F,Jordan,Jordan,LowerLevel,G-04,A,Science,F,Mum,98,87,86,84,No,Good,Under-7,H
297,F,Jordan,Jordan,LowerLevel,G-04,A,Science,S,Mum,72,74,82,89,No,Good,Under-7,H
298,M,Jordan,Jordan,LowerLevel,G-04,A,Science,F,Father,18,17,26,34,No,Good,Above-7,M
299,M,Jordan,Jordan,LowerLevel,G-04,A,Science,S,Father,32,14,32,29,No,Good,Above-7,M
300,M,Jordan,Jordan,LowerLevel,G-04,A,Science,F,Father,10,12,20,13,No,Bad,Above-7,L
301,M,Jordan,Jordan,LowerLevel,G-04,A,Science,S,Father,22,34,15,9,No,Bad,Above-7,L
302,F,Jordan,Jordan,LowerLevel,G-04,B,Science,F,Mum,11,20,21,23,No,Bad,Under-7,M
303,F,Jordan,Jordan,LowerLevel,G-04,B,Science,S,Mum,12,44,25,39,No,Bad,Under-7,M
304,F,Jordan,Jordan,LowerLevel,G-04,B,Science,F,Father,15,50,24,43,Yes,Bad,Under-7,M
305,F,Jordan,Jordan,LowerLevel,G-04,B,Science,S,Father,32,44,29,89,Yes,Bad,Under-7,M
306,M,Jordan,Jordan,LowerLevel,G-04,B,Science,F,Mum,65,59,74,83,Yes,Good,Under-7,H
307,M,Jordan,Jordan,LowerLevel,G-04,B,Science,S,Mum,72,64,59,89,Yes,Good,Under-7,H
308,M,Palestine,Jordan,LowerLevel,G-04,B,Science,F,Mum,95,57,74,89,Yes,Good,Above-7,M
309,M,Palestine,Jordan,LowerLevel,G-04,B,Science,S,Mum,82,84,79,79,Yes,Good,Above-7,M
310,M,Jordan,Jordan,LowerLevel,G-04,B,Science,F,Father,25,29,34,33,No,Good,Above-7,M
311,M,Jordan,Jordan,LowerLevel,G-04,B,Science,S,Father,42,34,29,39,No,Good,Above-7,M
312,F,Jordan,Jordan,LowerLevel,G-04,B,Science,F,Mum,55,79,44,43,Yes,Good,Under-7,H
313,F,Jordan,Jordan,LowerLevel,G-04,B,Science,S,Mum,62,64,69,49,Yes,Good,Under-7,H
314,F,Jordan,Lebanon,LowerLevel,G-04,B,Science,F,Mum,78,88,74,83,Yes,Good,Under-7,H
315,F,Jordan,Lebanon,LowerLevel,G-04,B,Science,S,Mum,72,84,89,89,Yes,Good,Under-7,H
316,M,Jordan,Jordan,LowerLevel,G-02,A,French,F,Mum,60,92,83,23,Yes,Good,Under-7,H
317,M,Jordan,Jordan,LowerLevel,G-02,A,French,S,Mum,50,90,83,13,Yes,Good,Under-7,H
318,F,Jordan,Jordan,LowerLevel,G-02,A,French,F,Mum,60,97,13,3,Yes,Good,Under-7,H
319,F,Jordan,Jordan,LowerLevel,G-02,A,French,S,Mum,50,95,23,10,Yes,Good,Under-7,H
320,F,Jordan,Jordan,LowerLevel,G-02,A,French,F,Mum,60,87,23,11,Yes,Good,Above-7,M
321,F,Jordan,Jordan,LowerLevel,G-02,A,French,S,Mum,50,80,20,15,Yes,Good,Above-7,M
322,M,Jordan,Jordan,LowerLevel,G-02,A,French,F,Father,10,15,10,21,No,Bad,Above-7,L
323,M,Jordan,Jordan,LowerLevel,G-02,A,French,S,Father,30,10,20,5,No,Bad,Above-7,L
324,M,Syria,Syria,LowerLevel,G-02,A,French,F,Father,24,35,18,31,No,Bad,Under-7,M
325,M,Syria,Syria,LowerLevel,G-02,A,French,S,Father,27,20,33,35,No,Bad,Under-7,M
326,M,Jordan,Jordan,LowerLevel,G-02,A,French,F,Father,10,15,10,21,No,Bad,Above-7,L
327,M,Jordan,Jordan,LowerLevel,G-02,A,French,S,Father,30,10,20,5,No,Bad,Above-7,L
328,F,Jordan,Palestine,LowerLevel,G-02,A,French,F,Mum,80,77,63,83,Yes,Good,Under-7,M
329,F,Jordan,Palestine,LowerLevel,G-02,A,French,S,Mum,75,85,73,80,Yes,Good,Under-7,M
330,M,Jordan,Jordan,LowerLevel,G-02,A,French,F,Father,40,7,50,41,No,Good,Above-7,L
331,M,Jordan,Jordan,LowerLevel,G-02,A,French,S,Father,35,2,29,33,No,Good,Above-7,L
332,F,Jordan,Jordan,LowerLevel,G-02,A,French,F,Mum,10,90,30,21,No,Good,Under-7,M
333,F,Jordan,Jordan,LowerLevel,G-02,A,French,S,Mum,25,80,29,23,No,Good,Under-7,M
334,M,Lybia,Lybia,LowerLevel,G-02,A,French,F,Mum,10,8,9,3,No,Good,Above-7,L
335,M,Lybia,Lybia,LowerLevel,G-02,A,French,S,Mum,15,7,12,7,No,Good,Above-7,L
336,F,Palestine,Jordan,LowerLevel,G-02,A,French,F,Mum,70,90,20,21,No,Good,Under-7,M
337,F,Palestine,Jordan,LowerLevel,G-02,A,French,S,Mum,75,80,15,20,No,Good,Under-7,M
338,F,Palestine,Jordan,LowerLevel,G-02,B,French,F,Father,78,98,10,11,No,Good,Under-7,M
339,F,Palestine,Jordan,LowerLevel,G-02,B,French,S,Father,79,89,11,14,No,Good,Under-7,M
340,F,Iraq,Iraq,LowerLevel,G-02,B,French,F,Father,16,90,15,11,No,Good,Under-7,M
341,F,Iraq,Iraq,LowerLevel,G-02,B,French,S,Father,17,80,13,10,No,Good,Under-7,M
342,M,Jordan,Jordan,LowerLevel,G-02,B,French,F,Mum,40,87,50,41,No,Bad,Under-7,M
343,M,Jordan,Jordan,LowerLevel,G-02,B,French,S,Mum,35,92,29,33,No,Bad,Under-7,M
344,F,Jordan,Jordan,LowerLevel,G-02,B,French,F,Mum,14,97,15,14,No,Good,Under-7,H
345,F,Jordan,Jordan,LowerLevel,G-02,B,French,F,Mum,13,82,20,30,No,Good,Under-7,H
346,F,Jordan,Jordan,LowerLevel,G-02,B,French,S,Mum,24,97,15,14,No,Good,Under-7,H
347,F,Jordan,Jordan,LowerLevel,G-02,B,French,S,Mum,23,82,20,30,No,Good,Under-7,H
348,M,Lybia,Lybia,LowerLevel,G-02,B,French,F,Mum,20,3,9,3,No,Good,Above-7,L
349,M,Lybia,Lybia,LowerLevel,G-02,B,French,S,Mum,15,4,12,7,No,Good,Above-7,L
350,M,Egypt,Egypt,LowerLevel,G-02,B,French,F,Mum,5,13,6,6,No,Good,Above-7,L
351,M,Egypt,Egypt,LowerLevel,G-02,B,French,S,Mum,7,9,11,10,No,Good,Above-7,L
352,F,Jordan,Jordan,LowerLevel,G-02,B,French,F,Mum,10,94,40,11,Yes,Good,Under-7,M
353,F,Jordan,Jordan,LowerLevel,G-02,B,French,S,Mum,25,89,21,13,Yes,Good,Under-7,M
354,M,Jordan,Jordan,LowerLevel,G-02,B,French,F,Mum,30,98,42,21,Yes,Good,Under-7,H
355,M,Jordan,Jordan,LowerLevel,G-02,B,French,S,Mum,35,97,41,23,Yes,Good,Under-7,H
356,M,Jordan,Jordan,LowerLevel,G-02,B,French,F,Father,32,88,32,25,Yes,Good,Under-7,M
357,M,Jordan,Jordan,LowerLevel,G-02,B,French,S,Father,25,87,21,27,Yes,Good,Under-7,M
358,F,Lebanon,Lebanon,LowerLevel,G-02,B,French,F,Mum,72,98,52,15,Yes,Good,Under-7,H
359,F,Lebanon,Lebanon,LowerLevel,G-02,B,French,S,Mum,75,90,51,17,Yes,Good,Under-7,H
360,M,Jordan,Jordan,LowerLevel,G-02,A,Arabic,F,Father,20,88,31,28,Yes,Good,Above-7,M
361,M,Jordan,Jordan,LowerLevel,G-02,A,Arabic,S,Father,10,98,41,38,Yes,Good,Above-7,M
362,M,Palestine,Jordan,LowerLevel,G-02,A,Arabic,F,Father,90,98,41,38,Yes,Good,Under-7,H
363,M,Palestine,Jordan,LowerLevel,G-02,A,Arabic,S,Father,80,88,51,39,Yes,Good,Under-7,H
364,M,Iraq,Iraq,LowerLevel,G-02,A,Arabic,F,Father,80,95,21,28,Yes,Good,Under-7,H
365,M,Iraq,Iraq,LowerLevel,G-02,A,Arabic,S,Father,78,70,31,29,Yes,Good,Under-7,H
366,M,Jordan,Jordan,LowerLevel,G-02,A,Arabic,F,Father,10,18,71,38,Yes,Good,Above-7,M
367,M,Jordan,Jordan,LowerLevel,G-02,A,Arabic,S,Father,10,58,51,48,Yes,Good,Above-7,M
368,F,Palestine,Jordan,LowerLevel,G-02,A,Arabic,F,Mum,98,88,60,31,No,Good,Under-7,H
369,F,Palestine,Jordan,LowerLevel,G-02,A,Arabic,S,Mum,75,81,51,34,No,Good,Under-7,H
370,M,Jordan,Jordan,LowerLevel,G-02,A,Arabic,F,Father,10,17,50,21,No,Bad,Under-7,M
371,M,Jordan,Jordan,LowerLevel,G-02,A,Arabic,S,Father,35,2,29,23,No,Bad,Under-7,M
372,F,Jordan,Jordan,LowerLevel,G-02,A,Arabic,F,Father,10,20,22,97,No,Bad,Above-7,L
373,F,Jordan,Jordan,LowerLevel,G-02,A,Arabic,S,Father,5,9,19,98,No,Bad,Above-7,L
374,M,Jordan,Jordan,LowerLevel,G-02,B,Arabic,F,Father,10,10,40,51,No,Bad,Above-7,L
375,M,Jordan,Jordan,LowerLevel,G-02,B,Arabic,S,Father,35,2,29,23,No,Bad,Above-7,L
376,M,Jordan,Jordan,LowerLevel,G-02,B,Arabic,F,Mum,20,90,50,61,Yes,Bad,Above-7,M
377,M,Jordan,Jordan,LowerLevel,G-02,B,Arabic,S,Mum,32,82,59,63,Yes,Bad,Above-7,M
378,M,Jordan,Jordan,LowerLevel,G-02,B,Arabic,F,Father,10,30,50,91,Yes,Bad,Above-7,L
379,M,Jordan,Jordan,LowerLevel,G-02,B,Arabic,S,Father,12,22,59,83,Yes,Bad,Above-7,L
380,F,Jordan,Jordan,LowerLevel,G-02,B,Arabic,F,Father,11,20,20,98,No,Bad,Above-7,L
381,F,Jordan,Jordan,LowerLevel,G-02,B,Arabic,S,Father,10,12,29,93,No,Bad,Above-7,L
382,M,Iraq,Iraq,LowerLevel,G-02,B,Arabic,F,Mum,69,82,20,28,Yes,Good,Under-7,H
383,M,Iraq,Iraq,LowerLevel,G-02,B,Arabic,S,Mum,70,83,29,33,Yes,Good,Under-7,H
384,F,Iraq,Iraq,LowerLevel,G-02,B,Arabic,F,Mum,89,92,40,28,Yes,Good,Under-7,H
385,F,Iraq,Iraq,LowerLevel,G-02,B,Arabic,S,Mum,79,93,49,23,Yes,Good,Under-7,H
386,M,Jordan,Jordan,LowerLevel,G-02,B,Arabic,F,Mum,15,90,21,97,Yes,Good,Under-7,M
387,M,Jordan,Jordan,LowerLevel,G-02,B,Arabic,S,Mum,20,77,31,88,Yes,Good,Under-7,M
388,M,Jordan,SaudiArabia,LowerLevel,G-02,B,Arabic,F,Mum,4,10,11,7,No,Good,Above-7,L
389,M,Jordan,SaudiArabia,LowerLevel,G-02,B,Arabic,S,Mum,5,0,1,8,No,Good,Above-7,L
390,F,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Mum,88,81,50,10,Yes,Good,Above-7,M
391,F,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Mum,90,88,54,12,Yes,Good,Above-7,M
392,F,Iraq,Iraq,MiddleSchool,G-07,A,Biology,F,Mum,86,98,50,20,Yes,Good,Under-7,H
393,F,Iraq,Iraq,MiddleSchool,G-07,A,Biology,S,Mum,90,90,57,22,Yes,Good,Under-7,H
394,M,Jordan,Palestine,MiddleSchool,G-07,A,Biology,F,Mum,78,91,50,40,Yes,Good,Under-7,H
395,M,Jordan,Palestine,MiddleSchool,G-07,A,Biology,S,Mum,70,98,54,72,Yes,Good,Under-7,H
396,M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Father,80,80,46,61,Yes,Bad,Under-7,M
397,M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Father,85,82,59,63,Yes,Bad,Under-7,M
398,M,Palestine,Palestine,MiddleSchool,G-07,A,Biology,F,Father,88,90,86,81,Yes,Good,Under-7,H
399,M,Palestine,Palestine,MiddleSchool,G-07,A,Biology,S,Father,89,92,89,83,Yes,Good,Under-7,H
400,M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Father,39,71,40,26,No,Good,Above-7,M
401,M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Father,35,80,34,22,No,Good,Above-7,M
402,M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Father,76,81,80,86,No,Good,Under-7,H
403,M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Father,65,89,64,82,No,Good,Under-7,H
404,F,Syria,Syria,MiddleSchool,G-07,A,Biology,F,Mum,96,95,70,70,Yes,Good,Under-7,H
405,F,Syria,Syria,MiddleSchool,G-07,A,Biology,S,Mum,80,91,87,72,Yes,Good,Under-7,H
406,M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Mum,2,9,10,1,No,Bad,Above-7,L
407,M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Mum,3,8,19,3,No,Bad,Above-7,L
408,M,Jordan,Jordan,MiddleSchool,G-07,B,Biology,F,Father,50,79,10,31,No,Bad,Under-7,M
409,M,Jordan,Jordan,MiddleSchool,G-07,B,Biology,S,Father,53,88,9,33,No,Bad,Under-7,M
410,F,Jordan,Jordan,MiddleSchool,G-07,B,Biology,F,Mum,70,89,12,21,No,Good,Under-7,H
411,F,Jordan,Jordan,MiddleSchool,G-07,B,Biology,S,Mum,59,90,19,43,No,Good,Under-7,H
412,M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,F,Father,78,80,66,51,Yes,Good,Under-7,M
413,M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,S,Father,79,72,79,83,Yes,Good,Under-7,M
414,F,Lybia,Lybia,MiddleSchool,G-07,B,Biology,F,Mum,10,9,2,1,No,Good,Above-7,L
415,F,Lybia,Lybia,MiddleSchool,G-07,B,Biology,S,Mum,9,7,9,3,No,Good,Above-7,L
416,M,Iraq,Iraq,MiddleSchool,G-07,B,Biology,F,Father,98,90,86,71,Yes,Good,Under-7,H
417,M,Iraq,Iraq,MiddleSchool,G-07,B,Biology,S,Father,89,92,89,83,Yes,Good,Under-7,H
418,M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,F,Father,88,90,76,81,Yes,Good,Under-7,H
419,M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,S,Father,99,96,89,84,Yes,Good,Under-7,H
420,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,82,89,22,31,Yes,Good,Under-7,H
421,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,84,92,29,43,Yes,Good,Under-7,H
422,F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,70,69,46,45,Yes,Good,Above-7,M
423,F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,74,62,49,43,Yes,Good,Above-7,M
424,F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,90,79,76,79,Yes,Good,Under-7,H
425,F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,84,77,79,68,Yes,Good,Under-7,H
426,M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,80,80,62,11,Yes,Good,Above-7,M
427,M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,81,82,69,13,Yes,Good,Above-7,M
428,M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Chemistry,F,Father,10,0,2,41,No,Bad,Above-7,L
429,M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Chemistry,S,Father,11,2,9,49,No,Bad,Above-7,L
430,M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,F,Father,85,89,22,61,No,Bad,Under-7,H
431,M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,S,Father,80,89,23,68,No,Bad,Under-7,H
432,M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,F,Father,95,87,62,81,No,Bad,Under-7,M
433,M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,S,Father,87,79,73,98,No,Bad,Under-7,M
434,M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,85,87,72,10,Yes,Good,Above-7,M
435,M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,79,88,79,20,Yes,Good,Above-7,M
436,M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,80,81,71,30,Yes,Good,Under-7,M
437,M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,70,83,70,23,Yes,Good,Under-7,M
438,M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,80,82,76,19,Yes,Good,Under-7,M
439,M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,70,82,75,29,Yes,Good,Under-7,M
440,M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,89,87,86,15,Yes,Good,Under-7,M
441,M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,90,86,85,10,Yes,Good,Under-7,M
442,M,Jordan,Jordan,MiddleSchool,G-08,A,History,F,Mum,69,77,76,75,Yes,Good,Above-7,M
443,M,Jordan,Jordan,MiddleSchool,G-08,A,History,S,Mum,70,76,65,70,Yes,Good,Above-7,M
444,M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,75,72,64,39,Yes,Good,Above-7,L
445,M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,72,76,66,40,Yes,Good,Above-7,L
446,M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,77,82,74,79,Yes,Good,Under-7,M
447,M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,71,84,67,80,Yes,Good,Under-7,M
448,M,Jordan,Jordan,MiddleSchool,G-08,A,History,F,Mum,87,92,74,89,Yes,Good,Under-7,H
449,M,Jordan,Jordan,MiddleSchool,G-08,A,History,S,Mum,81,84,77,85,Yes,Good,Under-7,H
450,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Father,15,97,22,10,Yes,Good,Under-7,H
451,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Father,19,98,20,2,Yes,Good,Under-7,H
452,F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Father,25,82,52,20,Yes,Good,Above-7,M
453,F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Father,29,78,40,12,Yes,Good,Above-7,M
454,F,Jordan,Jordan,MiddleSchool,G-08,A,History,F,Father,45,87,57,80,Yes,Good,Under-7,M
455,F,Jordan,Jordan,MiddleSchool,G-08,A,History,S,Father,39,88,43,72,Yes,Good,Under-7,M
456,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Father,85,90,52,30,Yes,Good,Under-7,H
457,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Father,79,91,49,22,Yes,Good,Under-7,H
458,M,Iraq,Iraq,MiddleSchool,G-08,A,Chemistry,F,Father,90,91,80,81,Yes,Good,Under-7,H
459,M,Iraq,Iraq,MiddleSchool,G-08,A,Chemistry,S,Father,80,90,80,83,Yes,Good,Under-7,H
460,M,Iraq,Iraq,MiddleSchool,G-08,A,Geology,F,Father,80,83,82,71,Yes,Good,Above-7,M
461,M,Iraq,Iraq,MiddleSchool,G-08,A,Geology,S,Father,71,81,83,72,Yes,Good,Above-7,M
462,M,Iraq,Iraq,MiddleSchool,G-08,A,History,F,Father,72,87,72,89,Yes,Good,Above-7,M
463,M,Iraq,Iraq,MiddleSchool,G-08,A,History,S,Father,69,77,83,92,Yes,Good,Above-7,M
464,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,85,99,42,90,Yes,Good,Under-7,H
465,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,89,96,45,92,Yes,Good,Under-7,H
466,F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,80,82,64,58,Yes,Good,Under-7,H
467,F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,87,93,63,60,Yes,Good,Under-7,H
468,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Father,15,9,14,80,No,Bad,Above-7,L
469,F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Father,9,6,15,85,No,Bad,Above-7,L
470,M,Palestine,Jordan,MiddleSchool,G-08,A,History,F,Father,81,86,86,41,Yes,Good,Under-7,M
